Date,SPY,AGG,Lega,Ten,Bund
2015-11-26,,,440.8312,,136.94
2015-11-27,179.2339630126953,85.82726287841797,440.4061,122.53125,137.23
2015-11-30,178.48985290527344,85.85882568359375,439.7938,122.46875,136.95
2015-12-01,180.19183349609375,86.1596908569336,441.4382,122.984375,137.12
2015-12-02,178.35296630859375,86.05677032470703,440.5021,122.75,137.06
2015-12-03,175.85556030273438,85.42338562011719,440.7691,121.578125,134.53
2015-12-04,179.2852783203125,85.70046997070312,441.7214,121.953125,134.05
2015-12-07,178.19900512695312,85.8271713256836,442.2741,122.375,135.35
2015-12-08,177.00164794921875,85.85881042480469,442.3315,122.359375,135.53
2015-12-09,175.6246337890625,85.85881042480469,444.1111,122.703125,135.1
2015-12-10,176.07794189453125,85.8430404663086,443.9336,122.359375,135.61
2015-12-11,172.6653594970703,86.05677032470703,445.636,123.1875,136.02
2015-12-14,173.53773498535156,85.65299987792969,444.7047,122.453125,135.57
2015-12-15,175.35948181152344,85.660888671875,441.8594,122.140625,134.33
2015-12-16,177.92535400390625,85.5104751586914,441.6826,121.78125,134.16
2015-12-17,175.21409606933594,85.6292495727539,440.8028,122.15625,135.17
2015-12-18,172.0926513671875,85.81129455566406,442.5603,122.515625,135.85
2015-12-21,173.5122528076172,85.73219299316406,443.5199,122.59375,135.86
2015-12-22,175.08676147460938,85.66876220703125,443.2502,122.203125,135.14
2015-12-23,177.2549285888672,85.65299987792969,441.8495,122.03125,134.68
2015-12-24,176.9623565673828,85.6942367553711,443.5545,122.203125,134.68
2015-12-25,,,443.5551,,
2015-12-28,176.55799865722656,85.6942367553711,443.7965,122.296875,135.73
2015-12-29,178.44223022460938,85.48002624511719,442.2482,121.6875,134.72
2015-12-30,177.17745971679688,85.46409606933594,442.2603,121.640625,134.76
2015-12-31,175.40512084960938,85.6942367553711,442.1315,121.9375,134.76
2016-01-04,172.95306396484375,85.66249084472656,442.5053,122.1875,135.63
2016-01-05,173.24554443359375,85.7021484375,441.7777,122.28125,135.89
2016-01-06,171.06021118164062,86.0274658203125,443.1985,122.890625,136.53
2016-01-07,166.95623779296875,86.0195541381836,444.1226,123.140625,136.02
2016-01-08,165.12356567382812,86.2099380493164,445.4619,123.4375,136.5
2016-01-11,165.2870635986328,85.96397399902344,444.6592,123.390625,136.19
2016-01-12,166.6206512451172,86.15440368652344,444.2314,123.859375,136.23
2016-01-13,162.4650421142578,86.3527603149414,444.9954,124.09375,136.61
2016-01-14,165.13218688964844,86.32100677490234,444.0124,123.859375,136.55
2016-01-15,161.58743286132812,86.42411804199219,446.4516,124.484375,137.23
2016-01-18,,,445.1871,,137.22
2016-01-19,161.80258178710938,86.33686065673828,444.8395,124.421875,137.01
2016-01-20,159.72900390625,86.40834045410156,446.0996,124.90625,137.97
2016-01-21,160.6238250732422,86.28926849365234,444.7128,124.703125,138.36
2016-01-22,163.91905212402344,86.3527603149414,444.4301,124.40625,138.15
2016-01-25,161.44117736816406,86.30512237548828,444.6298,124.578125,138.26
2016-01-26,163.64370727539062,86.41619873046875,445.5497,124.84375,138.67
2016-01-27,161.8627471923828,86.43209838867188,445.6542,124.890625,138.71
2016-01-28,162.7059783935547,86.50347900390625,447.0129,125.0625,139.21
2016-01-29,166.67225646972656,86.75735473632812,445.963,125.609375,140.19
2016-02-01,166.6120147705078,86.6524658203125,446.6552,125.203125,139.81
2016-02-02,163.60934448242188,86.91478729248047,447.9332,126.125,140.3
2016-02-03,164.59017944335938,86.90682220458984,451.8201,126.046875,140.87
2016-02-04,164.84823608398438,86.99427795410156,453.9299,126.296875,140.36
2016-02-05,161.70791625976562,86.91478729248047,453.4724,126.390625,140.46
2016-02-08,159.5311737060547,87.24874877929688,455.3207,127.328125,141.68
2016-02-09,159.53976440429688,87.24075317382812,458.0113,127.34375,141.47
2016-02-10,159.40208435058594,87.4554214477539,456.927,127.53125,141.32
2016-02-11,157.32859802246094,87.5110855102539,460.882,128.0625,142.43
2016-02-12,160.5722198486328,87.27253723144531,457.227,127.09375,141.23
2016-02-15,,,455.0834,,141.52
2016-02-16,163.28240966796875,87.05792999267578,455.3122,126.9375,141.19
2016-02-17,165.9495849609375,87.01017761230469,454.7666,126.46875,141.03
2016-02-18,165.2698974609375,87.27253723144531,456.254,126.953125,141.86
2016-02-19,165.19244384765625,87.28848266601562,456.7666,126.9375,142.02
2016-02-22,167.58424377441406,87.31230163574219,456.2278,126.8125,142.35
2016-02-23,165.46775817871094,87.32821655273438,456.8717,126.96875,142.28
2016-02-24,166.2248992919922,87.36002349853516,457.7168,127.03125,142.81
2016-02-25,168.23818969726562,87.58259582519531,457.6641,127.484375,142.97
2016-02-26,167.8509979248047,87.42362213134766,454.8253,126.78125,142.79
2016-02-29,166.5346221923828,87.52696990966797,455.8935,126.9375,143.42
2016-03-01,170.4493408203125,87.26487731933594,454.6309,126.015625,142.84
2016-03-02,171.21505737304688,87.16927337646484,454.0442,125.765625,142.03
2016-03-03,171.88616943359375,87.27285766601562,456.3111,125.9375,142.43
2016-03-04,172.44540405273438,87.1374282836914,456.6786,125.515625,141.69
2016-03-07,172.58306884765625,87.11351776123047,456.9777,125.34375,142.03
2016-03-08,170.69882202148438,87.32862091064453,460.2253,125.921875,142.64
2016-03-09,171.54200744628906,87.28878784179688,457.7382,125.484375,141.68
2016-03-10,171.67967224121094,87.32862091064453,458.2869,125.0625,140.63
2016-03-11,174.45008850097656,87.16927337646484,458.8468,124.765625,141.12
2016-03-14,174.2263946533203,87.21709442138672,458.9566,124.84375,141.11
2016-03-15,173.94244384765625,87.1374282836914,458.8561,124.828125,140.64
2016-03-16,174.94911193847656,87.5118179321289,458.4457,125.265625,140.97
2016-03-17,176.05899047851562,87.69508361816406,465.4957,125.53125,141.79
2016-03-18,176.7508087158203,87.76676940917969,466.2576,125.828125,141.91
2016-03-21,177.0016326904297,87.57559967041016,465.0435,125.4375,141.89
2016-03-22,176.90650939941406,87.51983642578125,464.4123,125.21875,142.01
2016-03-23,175.73899841308594,87.71100616455078,463.4174,125.75,142.2
2016-03-24,175.66116333007812,87.71898651123047,462.6797,125.640625,142.48
2016-03-25,,,462.74,,
2016-03-28,175.76495361328125,87.78266906738281,462.6506,125.828125,
2016-03-29,177.39080810546875,88.04560089111328,464.1674,126.421875,143.0
2016-03-30,178.1691436767578,88.0137710571289,467.4253,126.4375,142.73
2016-03-31,177.73672485351562,88.29259490966797,468.2131,126.8125,142.79
2016-04-01,178.9474639892578,88.21434020996094,467.4492,126.71875,142.98
2016-04-04,178.36807250976562,88.30215454101562,469.345,126.890625,143.2
2016-04-05,176.58656311035156,88.42190551757812,469.9443,127.25,143.66
2016-04-06,178.5150146484375,88.4059066772461,469.7421,127.109375,143.37
2016-04-07,176.3789520263672,88.59748077392578,472.1345,127.671875,143.84
2016-04-08,176.8546600341797,88.50965881347656,472.1428,127.453125,143.67
2016-04-11,176.4394989013672,88.57353973388672,473.423,127.453125,143.51
2016-04-12,178.08265686035156,88.4298324584961,471.367,126.96875,142.91
